Our country have special group of doctors who can benefit the society:
Torrance has doctor MariaLui his speciality is: Family Practice , his start working time is 9, each visit costs 36 $ and he ends his working hours at 16
REGO PARK\NFLUSHING\NREGO PK has doctor Richard                  Losada                              his speciality is: Diagnostic Radiology , his start working time is 10, each visit costs 41 $ and he ends his working hours at 15
FALLS CHURCH\NMOSBY has doctor DaltonHeidi his speciality is: PD,CCM,PCM , his start working time is 8, each visit costs 33 $ and he ends his working hours at 16
VENICE has doctor SohailShariff his speciality is: FP,OSH , his start working time is 8, each visit costs 34 $ and he ends his working hours at 16
BROOKLYN has doctor AgnessaMiller                              his speciality is: Anesthesiology (hospital based) , his start working time is 10, each visit costs 37 $ and he ends his working hours at 14
JOLIET\NCREST HILL\NCRESTHILL\NSHOREWOOD\NSTATEVILLE has doctor LawrencePayne his speciality is: Hospital Based Physician (Emergency Room) , his start working time is 10, each visit costs 57 $ and he ends his working hours at 16
STATEN ISLAND has doctor ThomasPanetta his speciality is: Vascular Surgery , his start working time is 8, each visit costs 28 $ and he ends his working hours at 14
FORT WORTH\NBENBROOK has doctor ShawnFyke his speciality is: Chiropractic , his start working time is 8, each visit costs 49 $ and he ends his working hours at 14
BELFAST\NSWANVILLE\NWALDO has doctor AmeerWright his speciality is: Anesthesiology , his start working time is 8, each visit costs 56 $ and he ends his working hours at 16
Alhambra has doctor DavidKim his speciality is: Specialist Ophthalmology , his start working time is 8, each visit costs 35 $ and he ends his working hours at 14
BALTIMORE has doctor JohnKukula his speciality is: Non Physician - Physician Assistant , his start working time is 10, each visit costs 58 $ and he ends his working hours at 15
MOBILE has doctor KarenParsell his speciality is: Pediatrics , his start working time is 10, each visit costs 48 $ and he ends his working hours at 14
CLARINDA has doctor SakeerHussain his speciality is: Hematology & Oncology , his start working time is 8, each visit costs 20 $ and he ends his working hours at 14
CARROLLTON\NENGLISH\NPRESTONVILLE has doctor SarahVoelkel his speciality is: POD,PRC , his start working time is 9, each visit costs 55 $ and he ends his working hours at 15
ADJUNTAS\NJARD DE ADJUNTAS\NURB SAN JOAQUIN has doctor BasharMourad his speciality is: Critical Care , his start working time is 8, each visit costs 39 $ and he ends his working hours at 14
CROSSVILLE has doctor DavidWeadon his speciality is: Physical Therapy , his start working time is 8, each visit costs 24 $ and he ends his working hours at 16
CHARLOTTE has doctor JoannaMussey his speciality is: Psychology , his start working time is 9, each visit costs 47 $ and he ends his working hours at 14
KANSAS CITY has doctor EmranRouf his speciality is: Internal Medicine , his start working time is 8, each visit costs 32 $ and he ends his working hours at 16
CHANTILLY\NFAIRFAX has doctor ArianeCasper his speciality is: Physical Therapy , his start working time is 10, each visit costs 57 $ and he ends his working hours at 15
HARTFORD\NWEST HARTFORD has doctor PatrickDuffy his speciality is: Specialist Radiology/Diagnostic , his start working time is 9, each visit costs 49 $ and he ends his working hours at 14
LEES SUMMIT\NLAKE LOTAWANA has doctor JamesMcentire his speciality is: Pediatrics , his start working time is 8, each visit costs 38 $ and he ends his working hours at 14
IOWA CITY\NUNIVERSITY HEIGHTS has doctor JessicaLomheim his speciality is: MEDICAL PRACTITIONERS Certified Nurse Practitioner , his start working time is 10, each visit costs 69 $ and he ends his working hours at 16
TOLEDO\NOTTAWA HILLS\NSYLVANIA TOWNSHIP\NSYLVANIA TWP has doctor LawrenceFanelly his speciality is: PHH,PTH , his start working time is 10, each visit costs 42 $ and he ends his working hours at 16
SALISBURY has doctor GenaSwift his speciality is: MEDICAL PRACTITIONERS Certified Nurse Practitioner , his start working time is 10, each visit costs 42 $ and he ends his working hours at 14
SANTA BARBARA has doctor NathanSteinle his speciality is: Ophthalmology , his start working time is 10, each visit costs 25 $ and he ends his working hours at 15
NEW HYDE PARK\NGARDEN CITY P\NGARDEN CITY PARK\NGDN CITY PARK\NHERRICKS\NHILLSIDE MANOR\NHILLSIDE MN has doctor JuanitaJames his speciality is: Certified Nurse Practitioner , his start working time is 10, each visit costs 44 $ and he ends his working hours at 16
PARAGOULD has doctor JohnHines his speciality is: Family Practice , his start working time is 10, each visit costs 20 $ and he ends his working hours at 14
SUN CITY CENTER\NRUSKIN\NSUN CITY CTR has doctor OliveneEdwards his speciality is: Non Physician - Nursing Related , his start working time is 9, each visit costs 24 $ and he ends his working hours at 15
CHICAGO has doctor MichaelWilliams his speciality is: Hospital Based Physician (Allied) , his start working time is 10, each visit costs 43 $ and he ends his working hours at 15
Fortuna has doctor JosephBehymer his speciality is: Hospital Based Physician (Other) , his start working time is 8, each visit costs 20 $ and he ends his working hours at 15
BALTIMORE has doctor CharlesShieh his speciality is: TS,GS , his start working time is 10, each visit costs 25 $ and he ends his working hours at 14
SCOTTSDALE has doctor FelixCarrillo his speciality is: Physical Therapy , his start working time is 10, each visit costs 26 $ and he ends his working hours at 15
HUNTERSVILLE has doctor CliffSmith his speciality is: Family Practice , his start working time is 9, each visit costs 44 $ and he ends his working hours at 14
NEWARK has doctor XiangLuo his speciality is: Pediatric Anesthesiology , his start working time is 10, each visit costs 25 $ and he ends his working hours at 14
GOSHEN has doctor AlfredSchlorke his speciality is: Primary Care Physicians Family Medicine , his start working time is 10, each visit costs 37 $ and he ends his working hours at 16
CHARLOTTE has doctor KirkCampbell his speciality is: Hospital Based Physician (Emergency Room) , his start working time is 8, each visit costs 33 $ and he ends his working hours at 15
ORLANDO has doctor AmandaWilmot his speciality is: Obstetrics And Gynecology , his start working time is 8, each visit costs 61 $ and he ends his working hours at 15
CHICAGO\NGRACELAND has doctor Teresita                 Zdunek                              his speciality is: Pathology (hospital based) , his start working time is 8, each visit costs 44 $ and he ends his working hours at 16
MILWAUKEE\NW MILWAUKEE\NWEST MILWAUKEE has doctor OmerAfzal his speciality is: Internal Medicine , his start working time is 9, each visit costs 26 $ and he ends his working hours at 15
MILWAUKEE\NW MILWAUKEE\NWEST MILWAUKEE has doctor OmerAfzal his speciality is: Nephrology , his start working time is 8, each visit costs 55 $ and he ends his working hours at 14
PILSEN\NCHICAGO has doctor AndresSerrano his speciality is: Nephrology , his start working time is 8, each visit costs 36 $ and he ends his working hours at 15
DULUTH has doctor JohnHenry Jr. his speciality is: Orthopaedic Surgery , his start working time is 9, each visit costs 69 $ and he ends his working hours at 16
SILOAM SPRINGS\NSILOAM SPGS has doctor LarryMabry his speciality is: Hospital Based Physician (Other) , his start working time is 9, each visit costs 67 $ and he ends his working hours at 15
IRVING has doctor PeterGonzales his speciality is: Neurology , his start working time is 8, each visit costs 63 $ and he ends his working hours at 16
IRVING has doctor PeterGonzales his speciality is: Pediatric , his start working time is 9, each visit costs 55 $ and he ends his working hours at 14
PORT CHARLOTTE\NFT CHARLOTTE\NPT CHARLOTTE has doctor BhavikPatel his speciality is: Hospital Based Physician (Other) , his start working time is 8, each visit costs 22 $ and he ends his working hours at 16
JOHNSTON has doctor ElizabethCarey his speciality is: Therapist Occupational Therapy , his start working time is 9, each visit costs 37 $ and he ends his working hours at 16
